Company,Country,Product,Address,Phone_Number,Sajt
ÖNCÜ BÜRO MAK.SAN.LTD.ŞTİ,Turkey,"Motherboard ,  Graphics Card",GAZİ BULVARI NO:83/A ÇANKAYA KONAK İZMİR İzmir Ege,+90 232 4821988,http://www.tekmarshop.com.tr/
Orjin Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Meydan Mah. Komando Caddesi No:25 72070 Batman Güneydoğu Anadolu,+90 488 2159243,http://www.orjincomputer.com/
PAŞA BİLGİSAYAR SERVİS VE DANIŞMANLIK HİZMETLERİ,Turkey,"Motherboard ,  Graphics Card",Fazcılar Cd. Petek Bozkaya İş Mer a/508 Osmangazi 16220 Bursa Marmara,+90 224 2713709,http://www.pasabilgisayar.com/
Pegasus Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Cengiz Topel cd. No:55/E 26130 Eskişehir İç Anadolu,02222300411,http://www.pegasusbilgisayar.net/
PLANET TEKNOLOJİ VE BİLGİSAYAR ÜRÜNLERİ,Turkey,"Motherboard ,  Graphics Card",MAREŞAL ÇAKMAK MAH.ORHAN CAD.NO: 75 / A GÜNGÖREN 34160 İstanbul Marmara,+90 212 6442550,http://www.planetteknolojik.com/
Prestij Bilgisayar ve Hizmetleri Ltd. Şti.,Turkey,"Motherboard ,  Graphics Card",Cumhuriyet Cd. Karizma AVM No 3/4 Yalova 77020 Yalova Marmara,+90 226 8145678,http://www.prestij.web.tr/
ŞENKA BİLİŞİM TEKNOLOJİLERİ SAN.TİC.LTD.ŞTİ,Turkey,"Motherboard ,  Graphics Card",Hürriyet Mah. İsmet Paşa Cad. No.:9 Samsun 550050 Samsun Karadeniz,+9 362 2316767,http://www.senkabilisim.com.tr/
Senkron Bilgisayar,Turkey,"Motherboard ,  Graphics Card",karabas mah. istiklal cad. ersoy apt. no :10/1 41100 Kocaeli-İzmit Marmara,+90 262 3257810,http://www.sbe.com.tr/
SETEN COMPUTER LTD. ŞTİ.,Turkey,"Motherboard ,  Graphics Card",Gazcılar Cd. Petek Bozkaya İş Merkesi D Blok No:5 16000 Bursa Marmara,+90 224 2722690,http://www.setencomputer.com/
SoRCeLL iletişim,Turkey,"Motherboard ,  Graphics Card",Yeniköy mh. Yeni cd. Yeni cami karşısı No:85 08700 Artvin Karadeniz,+90 466 5173030,http://www.sorcell.com/
SÖZTEK BİLGİSAYAR - ELEKTRONİK - BİLGİ İŞLEM,Turkey,"Motherboard ,  Graphics Card",Namazgah Mahallesi Nazımusluoğlu Cad. No:43/C SOMA 45500 Manisa Ege,+90 236 6127510,http://www.soztekbilgisayar.com.tr/
SÖZTEK BİLGİSAYAR ELEKTRONİK BİLGİ İŞLEM LTD ŞTİ.,Turkey,"Motherboard ,  Graphics Card ,  ARM Server",NAMAZGAH MAHALLESİ NAZIMUSLUOĞLU CAD.NO:45 45500 Manisa Ege,+90 536 8497535,http://www.soztekbilgisayar.com.tr/
Tanış Bilgisayar Tuh. İnş. Tur. ve Sey. San. Tic. Ltd. Şti.,Turkey,"Motherboard ,  Graphics Card",Atatürk Mah. Çavuşbaşı Cad. No:97/B Ümraniye 34764 İstanbul Marmara,02163298182,http://www.teknotekpc.com/
TEKNO CENTER,Turkey,"Motherboard ,  Graphics Card",ÜNİVERSİTE MAH. ZÜBEYDE HANIM CAD. NO:96/A-B (VALİLİK KARŞISI) 23000 Elazığ Doğu Anadolu,+90 424 2331050,http://www.tekno-sepetim.com/
Tori Bilişim,Turkey,"Motherboard ,  Graphics Card",Mehmet Akif Mahallesi 1. Akarsu Sokak No:41 Küçükçekmece / İstanbul İstanbul Marmara,02126591080,http://www.tori.com.tr/
TR BİLGİSAYAR HÜSEYİN KAÇMAZ VE ORT.,Turkey,"Motherboard ,  Graphics Card",Topkapı Mh. Tatlıpınar Cd. No:42/B İstanbul Marmara,+90 212 5218848,http://www.elektronikcopluk.com/
Ufuk Bilgisayar,Turkey,"Motherboard ,  Graphics Card",100 yıl mah.barbaros cad.41.sk.no.2/a bağcılar istanbul İstanbul Marmara,+0 212 6292946,http://www.ufukpc.com/
Vatan Bilgisayar,Turkey,"Motherboard ,  Graphics Card ,  Thermal Solution",E5 Karayolu Güney Yan Yol Merkez Efendi Mahallesi Tercüman Sitesi Çarşı Binası Topkapı İstanbul Marmara,0212 665 56 56,http://www.vatanbilgisayar.com/
Vizyon Design Bilişim Tanıtım ve İnternet Teknolojileri,Turkey,"Motherboard ,  Graphics Card",lise cd. sinema sk. no 17 66100 Yozgat İç Anadolu,08503025066,http://www.yozgatpc.com/
Zonguldak Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Mithatpaşa Mah. Zübeyde Hanım Cad. No: 10/A ZONGULDAK 67100 Zonguldak Karadeniz,03722525258,http://www.zonguldakbilgisayar.com/
ADARC COMPUTERS(Abu Dhabi),U.A.E.,Graphics Card,"Hamdan Street, Electra Street,AbuDhabi,United Arab Emirates",+971-2 6713400,http://www.adarccomputer.com/
AL ERSHAD COMPUTERS(Abu Dhabi),U.A.E.,Graphics Card,"shop no 5 behind royal rose hotel, Electra Street",+971-2 6740343,
MAJESTIC COMPUTERS(Abu Dhabi),U.A.E.,Graphics Card,Hamdan Street Hamdan Street,+971-2 6740048,
Amazon,U.K.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet","Patriot Court, 1-9 The Grove Slough, Berkshire SL1 1QP",+44-0208-6369200,http://www.amazon.co.uk/
Aria PC Technology,U.K.,"Motherboard ,  Graphics Card","Aria Technology, Aria House, 2 Belle Vue Avenue, Pottery Lane, Manchester, M12 4AS, UK",+44-0161-248-1611,http://www.aria.co.uk/
AWD-IT (ADMI Limited T/A),U.K.,"Motherboard ,  Graphics Card","AWD-IT, Unit 5 Festival Trade Park, Crown Road, Stoke-on-Trent, Staffordshire, ST1 5NP",+44-1782-450573,http://www.awd-it.co.uk/
BT Business Direct,U.K.,"Motherboard ,  Graphics Card ,  Laptop ,  Keyboard ,  Mouse ,  Speaker ,  Headset ,  Chassis ,  Mini-PC Barebone (BRIX) ,  Server Motherboard ,  Mouse Pad","Alpha Beta House, Enterprise Park, Horwich, Bolton, United Kingdom, BL6 6PE",+44-870-4293010,http://www.businessdirect.bt.com/brands/gigabyte-509
CCL computers,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Rack Server","CCL Computers Ltd, Inmoor Rd, Tong, Bradford, BD11 2PS",+44-127-447-1201,http://www.cclonline.com/brand-categories.asp?Manufacturer_id=109
COCC,,"Motherboard ,  Graphics Card",,,http://www.cocc.co.uk/
Computer Planet,U.K.,"Graphics Card ,  Mini-PC Barebone (BRIX)",+44-0161 660 9150,,http://www.computerplanet.co.uk/
Console Killer,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Mini-PC Barebone (BRIX) ,  Mini-PC System (BRIX)","Unit 5, Suffolk Way, Abingdon, OX14 5JX",+44-01235 534365,http://www.consolekiller.co.uk/
DTec Computers Ltd,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Unit 3, James Street Workshops, James Street, Carlisle, CA2 5AP",+44-0 1228 409222,http://www.dtec-computers.com/
Eclipse Computers,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Eclipse House, 106 Saint Nicholas Street, Coventry, CV1 4BT, UK",+44-8707-456-000,http://www.eclipsecomputers.com/
Exertis,U.K.,"Motherboard ,  Graphics Card",+44-1256-707070,+44-1256 707505,http://www.exertis.co.uk/it
Falcon Computers,U.K.,"Motherboard ,  Graphics Card ,  Chassis ,  Keyboard ,  Mouse","190 - 206 Roker Avenue, Monkwearmouth, Sunderland, SR6 0BN",+44-191-5676669,http://www.falconcomputers.co.uk/
Maplin,,"Motherboard ,  Graphics Card",,,http://www.maplin.co.uk/
Midland Computers Ltd,U.K.,"Motherboard ,  Graphics Card ,  Mini-PC Barebone (BRIX) ,  Mini-PC System (BRIX) ,  Accessory","Unit 4, Sovereign Park, Halesfield 24, Telford, Shropshire, TF7 4NZ.",+44-01952 588 688,http://www.midlandcomputers.com/
Novatech,,"Motherboard ,  Graphics Card",,,http://www.novatech.co.uk/
PC Solutions,U.K.,"Motherboard ,  Graphics Card","First Floor, 2/4 South Methven Street, Perth PH1 5PE",+44-01738 700700,http://www.pcsolutions.co.uk/
Quiet PC LLP,U.K.,"Motherboard ,  Graphics Card","Brawby Grange, Brawby, Malton, North Yorkshire YO17 6PZ, UK.",+44-1653 668000,http://quietpc.co.uk/
Scan,U.K.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Server Motherboard ,  Rack Server","25-28 Enterprise Park, Middlebrook, Horwich, Bolton, BL6 6PE - UK",+44-871-472-4747,https://www.scan.co.uk/shop-by-brand/gigabyte
Target Components,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Unit 5, Pioneer Way, Pioneer Business Park, Castleford, WF10 5QU, UK",+44-1977-739295,http://www.targetcomponents.co.uk/
Web Systems,U.K.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Mini-PC Barebone (BRIX) ,  Mini-PC System (BRIX)",Unit 1 Coventry Court Bullwell Nottimgham Ng6 8Pr,+44-115 927 9064,http://www.web-systems.co.uk/
Newegg,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Keyboard ,  Mouse ,  Chassis ,  Optical Device ,  Mini-PC Barebone (BRIX) ,  Server Motherboard ,  Rack Server ,  Embedded Computing","17708 Rowland Street, City of Industry, CA 91748",+1-800390-1119,https://www.newegg.com/
Newegg Business,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Chassis ,  Optical Device ,  Keyboard ,  Mouse","9997 E. Rose Hills Road, Whittier, CA 90601",+1-800390-1119,http://www.newegg.com/
AAA Wave,U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Mini-PC Barebone (BRIX)","15815 Monte St F102 Sylmar, CA 91342",+1-844-572-9023,
Amazon.com,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Keyboard ,  Mouse ,  Mini-PC Barebone (BRIX)",+1-866-2161072,Website: http://www.amazon.com,
ASI,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Chassis ,  Optical Device ,  Server Motherboard ,  Rack Server ,  Embedded Computing","48289 Fremont Blvd., Fremont, CA 94538",+1-800-2000274,http://www.asipartner.com/
AVADirect Custom Computers,U.S.A.,"Motherboard ,  Graphics Card ,  Mini-PC Barebone (BRIX)","1750 Highland Rd. Suite #4 Twinsburg, OH 44087",+1-866-766-4629,http://www.avadirect.com/plist.asp?keywords=gigabyte
"BASS Computers, Inc.",U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Optical Device","10558 Bissonnet, Houston, TX 77099",+1-281-776-6700,
CV STAR Inc,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Keyboard ,  Mouse ,  Mini-PC Barebone (BRIX)","7372 Walnut Ave Suite D, Buena Park, CA 90620",+1-714 739 5757,http://www.mycvstar.com/
"Cyberpower, Inc.",U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Optical Device","730 Baldwin Park Blvd City of Industry, CA 91746",+1-800-707-0393,http://www.cyberpowerpc.com/
D&H,U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Optical Device","2525 North Seventh Street, PO Box 5967, Harrisburg, PA 17110-0967",+1-1-800-877-1200,http://www.dandh.com/
Fry's Electronics,U.S.A.,"Motherboard ,  Graphics Card ,  Mini-PC Barebone (BRIX)","600 E. Brokaw Road, San Jose, CA 95112",+1-877-688-7678,
"GHA Technologies, Inc.",U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Keyboard ,  Mouse","8998 E Raintree Dr. Scottsdale, AZ 85260",+1-480-951-6865,http://www.gha-associates.com/
iBuyPower,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Chassis ,  Optical Device",529 N. Baldwin Park Blvd. City of Industry CA 91746,+1-888-462-3899,http://www.ibuypower.com/
Ingram Micro,U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Optical Device ,  Server Motherboard ,  Rack Server ,  Embedded Computing","1600 E. St. Andrew Place, Snta Ana, CA 92705-4926",+1-800-456-8000,http://www.ingrammicro.com/
MA Labs,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Chassis ,  Optical Device ,  Server Motherboard ,  Rack Server ,  Embedded Computing","2075 N. Capitol Avenue, San Jose, CA 95132",+1-408-941-0808,https://www.malabs.com/
Micro Center,U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Mini-PC Barebone (BRIX)","2701-B Charter Street, Columbus, OH 43026",+1-800634-3478,
Outlet PC,U.S.A.,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","7485 Commercial Way #160 Henderson, Nevada 89011",+1-702-262-7968,
PC RUSH,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Mouse ,  Chassis ,  Mini-PC Barebone (BRIX)","1325 E El Segundo Blvd. El Segundo, CA 90245",+1-888-205-7777,
Synnex,U.S.A.,"Motherboard ,  Graphics Card ,  Chassis ,  Optical Device ,  Server Motherboard ,  Rack Server ,  Embedded Computing","44201 Nobel Drive, Fremont, CA 94538",+1-800-756-9888,http://www.synnex.com/
The Wise Computer,U.S.A.,"Motherboard ,  Graphics Card ,  Laptop ,  Mini-PC Barebone (BRIX)","3515 NW 114 Avenue, Doral, FL 33178.",+1-305-594-5725,http://www.wisecomputer.com/
CAN,Ukraine,"Motherboard ,  Graphics Card","Днепропетровская область, Днепропетровск, ул. Красная 3б, оф 7",+38 056 7908707,http://www.can.ua/
SaiTech,Ukraine,"Motherboard ,  Graphics Card ,  High Performance Computing System","Харьковская область, оф. 210, ул. Новгородская 3, Харьков, Украина",+38 057 7548070,http://www.e-magazine.com.ua/
Комтек,Ukraine,"Motherboard ,  Graphics Card","Крым, Симферополь, ул.Лермонтова 1/46","+38 (0652) 53-40-50, 57-40-50",http://komtek.net.ua/
Комтек,Ukraine,"Motherboard ,  Graphics Card","Крым, Евпатория, ул.Интернациональная, 65",+38 (06569) 2-56-41,http://komtek.net.ua/
"Сеть компьютерных магазинов ""Инфотек""",Ukraine,"Motherboard ,  Graphics Card","Тульская область, Новомосковск, ул.Октябрьская, 20",+7 48762 34573,http://www.infotek-net.ru/
Banifox,Uruguay,"Motherboard ,  Graphics Card",Juan Paullier 2378 entre Amézaga y Domingo Aramburú Juan Paullier 2378 entre Amézaga y Domingo Aramburú,+598-22091840 - 22002610,http://www.banifox.com/
"THUY LINH
TLC (Thermal Distributor)",Vietnam,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply ,  Optical Device","31 THAI HA STR., DONG DA DIST., HANOI, VIETNAM",+84-4537-1525,http://www.tlc.com.vn/
Future Computer Establishment,Yemen,"Motherboard ,  Graphics Card ,  Chassis ,  Thermal Solution ,  Power Supply ,  Optical Device",Sana'a - Republic of Yemen - Maqadishow St.,+967-01-537059,
